Case Name,Level,Node Index,Node Degree
double_lift_zebra,0,115,21
double_lift_zebra,0,116,20
double_lift_zebra,0,117,20
double_lift_zebra,0,118,13
double_lift_zebra,0,119,19
double_lift_zebra,0,120,11
double_lift_zebra,0,121,16
double_lift_zebra,0,122,25
double_lift_zebra,0,123,16
double_lift_zebra,0,124,19
double_lift_zebra,0,125,21
double_lift_zebra,0,126,35
double_lift_zebra,0,127,17
double_lift_zebra,0,128,31
double_lift_zebra,0,129,12
double_lift_zebra,0,130,22
double_lift_zebra,0,131,40
double_lift_zebra,0,132,13
double_lift_zebra,0,133,18
double_lift_zebra,0,134,15
double_lift_zebra,0,135,8
double_lift_zebra,0,136,27
double_lift_zebra,0,137,26
double_lift_zebra,0,138,10
double_lift_zebra,0,139,18
double_lift_zebra,0,140,17
double_lift_zebra,0,141,17
double_lift_zebra,0,142,14
double_lift_zebra,0,143,15
double_lift_zebra,0,144,18
double_lift_zebra,0,145,29
double_lift_zebra,0,146,24
double_lift_zebra,0,147,13
double_lift_zebra,0,148,30
double_lift_zebra,0,149,21
double_lift_zebra,0,150,13
double_lift_zebra,0,151,36
double_lift_zebra,0,152,30
double_lift_zebra,0,153,29
double_lift_zebra,0,154,17
double_lift_zebra,0,155,24
double_lift_zebra,0,156,15
double_lift_zebra,0,157,16
double_lift_zebra,0,158,13
double_lift_zebra,0,159,24
double_lift_zebra,0,160,20
double_lift_zebra,0,161,33
double_lift_zebra,0,162,47
double_lift_zebra,0,163,14
double_lift_zebra,0,164,7
double_lift_zebra,0,165,18
double_lift_zebra,0,166,33
double_lift_zebra,0,167,21
double_lift_zebra,0,168,18
double_lift_zebra,0,169,19
double_lift_zebra,0,170,35
double_lift_zebra,0,171,41
double_lift_zebra,0,172,14
double_lift_zebra,0,173,13
double_lift_zebra,0,174,22
double_lift_zebra,0,175,10
double_lift_zebra,0,176,15
double_lift_zebra,0,177,17
double_lift_zebra,0,178,15
double_lift_zebra,0,179,18
double_lift_zebra,0,180,11
double_lift_zebra,0,181,12
double_lift_zebra,0,182,17
double_lift_zebra,0,183,23
double_lift_zebra,0,184,10
double_lift_zebra,0,185,18
double_lift_zebra,0,186,19
double_lift_zebra,0,187,15
double_lift_zebra,0,188,14
double_lift_zebra,0,189,9
double_lift_zebra,0,190,23
double_lift_zebra,0,191,19
double_lift_zebra,0,192,14
double_lift_zebra,0,193,19
double_lift_zebra,0,194,13
double_lift_zebra,0,195,10
double_lift_zebra,0,196,19
double_lift_zebra,0,197,30
double_lift_zebra,0,198,32
double_lift_zebra,0,199,28
double_lift_zebra,0,200,22
double_lift_zebra,0,201,13
double_lift_zebra,0,202,14
double_lift_zebra,0,203,28
double_lift_zebra,0,204,14
double_lift_zebra,0,205,25
double_lift_zebra,0,206,43
double_lift_zebra,0,207,20
double_lift_zebra,0,208,17
double_lift_zebra,0,209,36
double_lift_zebra,0,210,37
double_lift_zebra,0,211,21
double_lift_zebra,0,212,25
double_lift_zebra,0,213,16
double_lift_zebra,0,214,22
double_lift_zebra,0,215,13
double_lift_zebra,0,216,33
double_lift_zebra,0,217,20
double_lift_zebra,0,218,14
double_lift_zebra,0,219,16
double_lift_zebra,0,220,13
double_lift_zebra,0,221,17
double_lift_zebra,0,222,35
double_lift_zebra,0,223,24
double_lift_zebra,0,224,25
double_lift_zebra,0,225,19
double_lift_zebra,0,226,20
double_lift_zebra,0,227,35
double_lift_zebra,0,228,49
double_lift_zebra,0,229,42
double_lift_zebra,0,230,39
double_lift_zebra,0,231,14
double_lift_zebra,0,232,12
double_lift_zebra,0,233,27
double_lift_zebra,0,234,12
double_lift_zebra,0,235,23
double_lift_zebra,0,236,15
double_lift_zebra,0,237,23
double_lift_zebra,0,238,22
double_lift_zebra,0,239,14
double_lift_zebra,0,240,21
double_lift_zebra,0,241,30
double_lift_zebra,0,242,15
double_lift_zebra,0,243,12
double_lift_zebra,0,244,29
double_lift_zebra,0,245,17
double_lift_zebra,0,246,28
double_lift_zebra,0,247,23
double_lift_zebra,0,248,13
double_lift_zebra,0,249,23
double_lift_zebra,0,250,15
double_lift_zebra,0,251,10
double_lift_zebra,0,252,23
double_lift_zebra,0,253,26
double_lift_zebra,0,254,27
double_lift_zebra,0,255,22
double_lift_zebra,0,256,13
double_lift_zebra,0,257,24
double_lift_zebra,0,258,51
double_lift_zebra,0,259,10
double_lift_zebra,0,260,13
double_lift_zebra,0,261,13
double_lift_zebra,0,262,20
double_lift_zebra,0,263,17
double_lift_zebra,0,264,16
double_lift_zebra,0,265,17
double_lift_zebra,0,266,14
double_lift_zebra,0,267,11
double_lift_zebra,0,268,11
double_lift_zebra,0,269,20
double_lift_zebra,0,270,9
double_lift_zebra,0,271,13
double_lift_zebra,0,272,20
double_lift_zebra,0,273,22
double_lift_zebra,0,274,23
double_lift_zebra,0,275,25
double_lift_zebra,0,276,17
double_lift_zebra,0,277,15
double_lift_zebra,0,278,25
double_lift_zebra,0,279,30
double_lift_zebra,0,280,27
double_lift_zebra,0,281,19
double_lift_zebra,0,282,16
double_lift_zebra,0,283,25
double_lift_zebra,0,284,30
double_lift_zebra,0,285,15
double_lift_zebra,0,286,13
double_lift_zebra,0,287,21
double_lift_zebra,0,288,14
double_lift_zebra,0,289,16
double_lift_zebra,0,290,27
double_lift_zebra,0,291,29
double_lift_zebra,0,292,12
double_lift_zebra,0,293,23
double_lift_zebra,0,294,18
double_lift_zebra,0,295,21
double_lift_zebra,0,296,17
double_lift_zebra,0,297,28
double_lift_zebra,0,298,13
double_lift_zebra,0,299,10
double_lift_zebra,0,300,30
double_lift_zebra,0,301,20
double_lift_zebra,0,302,11
double_lift_zebra,0,303,15
double_lift_zebra,0,304,13
double_lift_zebra,0,305,16
double_lift_zebra,0,306,13
double_lift_zebra,0,307,14
double_lift_zebra,0,308,31
double_lift_zebra,0,309,26
double_lift_zebra,0,310,13
double_lift_zebra,0,311,11
double_lift_zebra,0,312,17
double_lift_zebra,0,313,33
double_lift_zebra,0,314,26
double_lift_zebra,0,315,9
double_lift_zebra,0,316,16
double_lift_zebra,0,317,25
double_lift_zebra,0,318,11
double_lift_zebra,0,319,24
double_lift_zebra,0,320,10
double_lift_zebra,0,321,19
double_lift_zebra,0,322,23
double_lift_zebra,0,323,28
double_lift_zebra,0,324,13
double_lift_zebra,0,325,18
double_lift_zebra,0,326,11
double_lift_zebra,0,327,32
double_lift_zebra,0,328,21
double_lift_zebra,0,329,14
double_lift_zebra,0,330,18
double_lift_zebra,0,331,16
double_lift_zebra,0,332,17
double_lift_zebra,0,333,13
double_lift_zebra,0,334,13
double_lift_zebra,0,335,24
double_lift_zebra,0,336,16
double_lift_zebra,0,337,11
double_lift_zebra,0,338,17
double_lift_zebra,0,339,24
double_lift_zebra,0,340,10
double_lift_zebra,0,341,17
double_lift_zebra,0,342,19
double_lift_zebra,0,343,11
double_lift_zebra,0,344,15
double_lift_zebra,0,345,18
double_lift_zebra,0,346,19
double_lift_zebra,0,347,10
double_lift_zebra,0,348,13
double_lift_zebra,0,349,22
double_lift_zebra,0,350,29
double_lift_zebra,0,351,20
double_lift_zebra,0,352,20
double_lift_zebra,0,353,23
double_lift_zebra,0,354,14
double_lift_zebra,0,355,28
double_lift_zebra,0,356,13
double_lift_zebra,0,357,14
double_lift_zebra,0,358,19
double_lift_zebra,0,359,33
double_lift_zebra,0,360,20
double_lift_zebra,0,361,17
double_lift_zebra,0,362,21
double_lift_zebra,0,363,23
double_lift_zebra,0,364,14
double_lift_zebra,0,365,20
double_lift_zebra,0,366,21
double_lift_zebra,0,367,12
double_lift_zebra,0,368,23
double_lift_zebra,0,369,22
double_lift_zebra,0,370,17
double_lift_zebra,0,371,12
double_lift_zebra,0,372,19
double_lift_zebra,0,373,21
double_lift_zebra,0,374,23
double_lift_zebra,0,375,16
double_lift_zebra,0,376,12
double_lift_zebra,0,377,14
double_lift_zebra,0,378,22
double_lift_zebra,0,379,31
double_lift_zebra,0,380,14
double_lift_zebra,0,381,37
double_lift_zebra,0,382,24
double_lift_zebra,0,383,19
double_lift_zebra,0,384,23
double_lift_zebra,0,385,23
double_lift_zebra,0,386,27
double_lift_zebra,0,387,16
double_lift_zebra,0,388,17
double_lift_zebra,0,389,17
double_lift_zebra,0,390,28
double_lift_zebra,0,391,16
double_lift_zebra,0,392,34
double_lift_zebra,0,393,17
double_lift_zebra,0,394,19
double_lift_zebra,0,395,12
double_lift_zebra,0,396,31
double_lift_zebra,0,397,17
double_lift_zebra,0,398,23
double_lift_zebra,0,399,16
double_lift_zebra,0,400,11
double_lift_zebra,0,401,23
double_lift_zebra,0,402,21
double_lift_zebra,0,403,21
double_lift_zebra,0,404,15
double_lift_zebra,0,405,10
double_lift_zebra,0,406,19
double_lift_zebra,0,407,19
double_lift_zebra,0,408,14
double_lift_zebra,0,409,18
double_lift_zebra,0,410,16
double_lift_zebra,0,411,13
double_lift_zebra,0,412,19
double_lift_zebra,0,413,22
double_lift_zebra,0,414,15
double_lift_zebra,0,415,15
double_lift_zebra,0,416,23
double_lift_zebra,0,417,14
double_lift_zebra,0,418,18
double_lift_zebra,0,419,15
double_lift_zebra,0,420,13
double_lift_zebra,0,421,13
double_lift_zebra,0,422,15
double_lift_zebra,0,423,32
double_lift_zebra,0,424,31
double_lift_zebra,0,425,24
double_lift_zebra,0,426,22
double_lift_zebra,0,427,19
double_lift_zebra,0,428,19
double_lift_zebra,0,429,25
double_lift_zebra,0,430,13
double_lift_zebra,0,431,27
double_lift_zebra,0,432,16
double_lift_zebra,0,433,23
double_lift_zebra,0,434,19
double_lift_zebra,0,435,16
double_lift_zebra,0,436,16
double_lift_zebra,0,437,13
double_lift_zebra,0,438,13
double_lift_zebra,0,439,19
double_lift_zebra,0,440,17
double_lift_zebra,0,441,18
double_lift_zebra,0,442,12
double_lift_zebra,0,443,26
double_lift_zebra,0,444,16
double_lift_zebra,0,445,15
double_lift_zebra,0,446,23
double_lift_zebra,0,447,23
double_lift_zebra,0,448,15
double_lift_zebra,0,449,14
double_lift_zebra,0,450,11
double_lift_zebra,0,451,28
double_lift_zebra,0,452,13
double_lift_zebra,0,453,8
double_lift_zebra,0,454,12
double_lift_zebra,0,455,9
double_lift_zebra,0,456,14
double_lift_zebra,0,457,16
double_lift_zebra,0,458,9
double_lift_zebra,0,459,16
double_lift_zebra,0,460,36
double_lift_zebra,0,461,13
double_lift_zebra,0,462,20
double_lift_zebra,0,463,14
double_lift_zebra,0,464,26
double_lift_zebra,0,465,17
double_lift_zebra,0,466,16
double_lift_zebra,0,467,20
double_lift_zebra,0,468,20
double_lift_zebra,0,469,13
double_lift_zebra,0,470,24
double_lift_zebra,0,471,14
double_lift_zebra,0,472,24
double_lift_zebra,0,473,17
double_lift_zebra,0,474,14
double_lift_zebra,0,475,18
double_lift_zebra,0,476,16
double_lift_zebra,0,477,21
double_lift_zebra,0,478,13
double_lift_zebra,0,479,23
double_lift_zebra,0,480,27
double_lift_zebra,0,481,11
double_lift_zebra,0,482,18
double_lift_zebra,0,483,23
double_lift_zebra,0,484,32
double_lift_zebra,0,485,23
double_lift_zebra,0,486,22
double_lift_zebra,0,487,18
double_lift_zebra,0,488,19
double_lift_zebra,0,489,15
double_lift_zebra,0,490,18
double_lift_zebra,0,491,22
double_lift_zebra,0,492,21
double_lift_zebra,0,493,16
double_lift_zebra,0,494,18
double_lift_zebra,0,495,17
double_lift_zebra,0,496,14
double_lift_zebra,0,497,14
double_lift_zebra,0,498,29
double_lift_zebra,0,499,7
double_lift_zebra,0,500,8
double_lift_zebra,0,501,13
double_lift_zebra,0,502,18
double_lift_zebra,0,503,16
double_lift_zebra,0,504,27
double_lift_zebra,0,505,26
double_lift_zebra,0,506,17
double_lift_zebra,0,507,15
double_lift_zebra,0,508,18
double_lift_zebra,0,509,14
double_lift_zebra,0,510,19
double_lift_zebra,0,511,13
double_lift_zebra,0,512,14
double_lift_zebra,0,513,18
double_lift_zebra,0,514,33
double_lift_zebra,0,515,20
double_lift_zebra,0,516,13
double_lift_zebra,0,517,21
double_lift_zebra,0,518,12
double_lift_zebra,0,519,16
double_lift_zebra,0,520,34
double_lift_zebra,0,521,19
double_lift_zebra,0,522,17
double_lift_zebra,0,523,18
double_lift_zebra,0,524,30
double_lift_zebra,0,525,19
double_lift_zebra,0,526,16
double_lift_zebra,0,527,25
double_lift_zebra,0,528,16
double_lift_zebra,0,529,30
double_lift_zebra,0,530,23
double_lift_zebra,0,531,21
double_lift_zebra,0,532,28
double_lift_zebra,0,533,19
double_lift_zebra,0,534,30
double_lift_zebra,0,535,17
double_lift_zebra,0,536,16
double_lift_zebra,0,537,14
double_lift_zebra,0,538,33
double_lift_zebra,0,539,16
double_lift_zebra,0,540,16
double_lift_zebra,0,541,19
double_lift_zebra,0,542,12
double_lift_zebra,0,543,35
double_lift_zebra,0,544,14
double_lift_zebra,0,545,19
double_lift_zebra,0,546,12
double_lift_zebra,0,547,30
double_lift_zebra,0,548,14
double_lift_zebra,0,549,14
double_lift_zebra,0,550,35
double_lift_zebra,0,551,11
double_lift_zebra,0,552,13
double_lift_zebra,0,553,25
double_lift_zebra,0,554,15
double_lift_zebra,0,555,12
double_lift_zebra,0,556,33
double_lift_zebra,0,557,26
double_lift_zebra,0,558,16
double_lift_zebra,0,559,15
double_lift_zebra,0,560,10
double_lift_zebra,0,561,19
double_lift_zebra,0,562,20
double_lift_zebra,0,563,24
double_lift_zebra,0,564,32
double_lift_zebra,0,565,20
double_lift_zebra,0,566,21
double_lift_zebra,0,567,18
double_lift_zebra,0,568,26
double_lift_zebra,0,569,18
double_lift_zebra,0,570,21
double_lift_zebra,0,571,13
double_lift_zebra,0,572,13
double_lift_zebra,0,573,20
double_lift_zebra,0,574,17
double_lift_zebra,0,575,16
double_lift_zebra,0,576,26
double_lift_zebra,0,577,18
double_lift_zebra,0,578,19
double_lift_zebra,0,579,19
double_lift_zebra,0,580,13
double_lift_zebra,0,581,21
double_lift_zebra,0,582,30
double_lift_zebra,0,583,22
double_lift_zebra,0,584,28
double_lift_zebra,0,585,16
double_lift_zebra,0,586,19
double_lift_zebra,0,587,23
double_lift_zebra,0,588,17
double_lift_zebra,0,589,30
double_lift_zebra,0,590,13
double_lift_zebra,0,591,14
double_lift_zebra,0,592,26
double_lift_zebra,0,593,24
double_lift_zebra,0,594,20
double_lift_zebra,0,595,13
double_lift_zebra,0,596,16
double_lift_zebra,0,597,23
double_lift_zebra,0,598,15
double_lift_zebra,0,599,20
double_lift_zebra,0,600,22
double_lift_zebra,0,601,14
double_lift_zebra,0,602,41
double_lift_zebra,0,603,24
double_lift_zebra,0,604,24
double_lift_zebra,0,605,28
double_lift_zebra,0,606,11
double_lift_zebra,0,607,22
double_lift_zebra,0,608,18
double_lift_zebra,0,609,13
double_lift_zebra,0,610,16
double_lift_zebra,0,611,22
double_lift_zebra,0,612,9
double_lift_zebra,0,613,26
double_lift_zebra,0,614,10
double_lift_zebra,0,615,28
double_lift_zebra,0,616,16
double_lift_zebra,0,617,30
double_lift_zebra,0,618,16
double_lift_zebra,0,619,18
double_lift_zebra,0,620,20
double_lift_zebra,0,621,19
double_lift_zebra,0,622,13
double_lift_zebra,0,623,17
double_lift_zebra,0,624,16
double_lift_zebra,0,625,14
double_lift_zebra,0,626,12
double_lift_zebra,0,627,15
double_lift_zebra,0,628,18
double_lift_zebra,0,629,19
double_lift_zebra,0,630,18
double_lift_zebra,0,631,22
double_lift_zebra,0,632,32
double_lift_zebra,0,633,29
double_lift_zebra,0,634,21
double_lift_zebra,0,635,26
double_lift_zebra,0,636,16
double_lift_zebra,0,637,15
double_lift_zebra,0,638,15
double_lift_zebra,0,639,22
double_lift_zebra,0,640,25
double_lift_zebra,0,641,17
double_lift_zebra,0,642,14
double_lift_zebra,0,643,21
double_lift_zebra,0,644,15
double_lift_zebra,0,645,18
double_lift_zebra,0,646,23
double_lift_zebra,0,647,32
double_lift_zebra,0,648,9
double_lift_zebra,0,649,17
double_lift_zebra,0,650,17
double_lift_zebra,0,651,16
double_lift_zebra,0,652,21
double_lift_zebra,0,653,12
double_lift_zebra,0,654,13
double_lift_zebra,0,655,17
double_lift_zebra,0,656,23
double_lift_zebra,0,657,25
double_lift_zebra,0,658,16
double_lift_zebra,0,659,20
double_lift_zebra,0,660,16
double_lift_zebra,0,661,16
double_lift_zebra,0,662,17
double_lift_zebra,0,663,21
double_lift_zebra,0,664,15
double_lift_zebra,0,665,15
double_lift_zebra,0,666,23
double_lift_zebra,0,667,13
double_lift_zebra,0,668,14
double_lift_zebra,0,669,27
double_lift_zebra,0,670,23
double_lift_zebra,0,671,18
double_lift_zebra,0,672,18
double_lift_zebra,0,673,10
double_lift_zebra,0,674,24
double_lift_zebra,0,675,24
double_lift_zebra,0,676,25
double_lift_zebra,0,677,22
double_lift_zebra,0,678,13
double_lift_zebra,0,679,10
double_lift_zebra,0,680,12
double_lift_zebra,0,681,12
double_lift_zebra,0,682,17
double_lift_zebra,0,683,20
double_lift_zebra,0,684,25
double_lift_zebra,0,685,28
double_lift_zebra,0,686,25
double_lift_zebra,0,687,18
double_lift_zebra,0,688,17
double_lift_zebra,0,689,12
double_lift_zebra,0,690,11
double_lift_zebra,0,691,18
double_lift_zebra,0,692,17
double_lift_zebra,0,693,23
double_lift_zebra,0,694,14
double_lift_zebra,0,695,22
double_lift_zebra,0,696,26
double_lift_zebra,0,697,14
double_lift_zebra,0,698,17
double_lift_zebra,0,699,20
double_lift_zebra,0,700,29
double_lift_zebra,0,701,26
double_lift_zebra,0,702,15
double_lift_zebra,0,703,15
double_lift_zebra,0,704,25
double_lift_zebra,0,705,16
double_lift_zebra,0,706,15
double_lift_zebra,0,707,32
double_lift_zebra,0,708,24
double_lift_zebra,0,709,17
double_lift_zebra,0,710,19
double_lift_zebra,0,711,13
double_lift_zebra,0,712,17
double_lift_zebra,0,713,19
double_lift_zebra,0,714,26
double_lift_zebra,0,715,36
double_lift_zebra,0,716,17
double_lift_zebra,0,717,11
double_lift_zebra,0,718,19
double_lift_zebra,0,719,17
double_lift_zebra,0,720,15
double_lift_zebra,0,721,31
double_lift_zebra,0,722,25
double_lift_zebra,0,723,13
double_lift_zebra,0,724,13
double_lift_zebra,0,725,26
double_lift_zebra,0,726,11
double_lift_zebra,0,727,26
double_lift_zebra,0,728,9
double_lift_zebra,0,729,14
double_lift_zebra,0,730,30
double_lift_zebra,0,731,14
double_lift_zebra,0,732,13
double_lift_zebra,0,733,14
double_lift_zebra,0,734,13
double_lift_zebra,0,735,28
double_lift_zebra,0,736,13
double_lift_zebra,0,737,21
double_lift_zebra,0,738,24
double_lift_zebra,0,739,34
double_lift_zebra,0,740,10
double_lift_zebra,0,741,25
double_lift_zebra,0,742,30
double_lift_zebra,0,743,19
double_lift_zebra,0,744,28
double_lift_zebra,0,745,18
double_lift_zebra,0,746,28
double_lift_zebra,0,747,11
double_lift_zebra,0,748,17
double_lift_zebra,0,749,13
double_lift_zebra,0,750,14
double_lift_zebra,0,751,19
double_lift_zebra,0,752,15
double_lift_zebra,0,753,22
double_lift_zebra,0,754,17
double_lift_zebra,0,755,12
double_lift_zebra,0,756,14
double_lift_zebra,0,757,12
double_lift_zebra,0,758,23
double_lift_zebra,0,759,38
double_lift_zebra,0,760,17
double_lift_zebra,0,761,26
double_lift_zebra,0,762,36
double_lift_zebra,0,763,23
double_lift_zebra,0,764,8
double_lift_zebra,0,765,16
double_lift_zebra,0,766,19
double_lift_zebra,0,767,12
double_lift_zebra,0,768,13
double_lift_zebra,0,769,30
double_lift_zebra,0,770,15
double_lift_zebra,0,771,21
double_lift_zebra,0,772,25
double_lift_zebra,0,773,38
double_lift_zebra,0,774,19
double_lift_zebra,0,775,15
double_lift_zebra,0,776,36
double_lift_zebra,0,777,30
double_lift_zebra,0,778,24
double_lift_zebra,0,779,23
double_lift_zebra,0,780,28
double_lift_zebra,0,781,38
double_lift_zebra,0,782,19
double_lift_zebra,0,783,18
double_lift_zebra,0,784,27
double_lift_zebra,0,785,27
double_lift_zebra,0,786,35
double_lift_zebra,0,787,31
double_lift_zebra,0,788,36
double_lift_zebra,0,789,35
double_lift_zebra,0,790,21
double_lift_zebra,0,791,13
double_lift_zebra,0,792,22
double_lift_zebra,0,793,19
double_lift_zebra,0,794,22
double_lift_zebra,0,795,15
double_lift_zebra,0,796,23
double_lift_zebra,0,797,24
double_lift_zebra,0,798,27
double_lift_zebra,0,799,14
double_lift_zebra,0,800,30
double_lift_zebra,0,801,15
double_lift_zebra,0,802,13
double_lift_zebra,0,803,27
double_lift_zebra,0,804,17
double_lift_zebra,0,805,18
double_lift_zebra,0,806,18
double_lift_zebra,0,807,9
double_lift_zebra,0,808,14
double_lift_zebra,0,809,23
double_lift_zebra,0,810,32
double_lift_zebra,0,811,18
double_lift_zebra,0,812,16
double_lift_zebra,0,813,16
double_lift_zebra,0,814,14
double_lift_zebra,0,815,21
double_lift_zebra,0,816,20
double_lift_zebra,0,817,17
double_lift_zebra,0,818,19
double_lift_zebra,0,819,20
double_lift_zebra,0,820,12
double_lift_zebra,0,821,9
double_lift_zebra,0,822,13
double_lift_zebra,0,823,24
double_lift_zebra,0,824,23
double_lift_zebra,0,825,21
double_lift_zebra,0,826,23
double_lift_zebra,0,827,21
double_lift_zebra,0,828,13
double_lift_zebra,0,829,39
double_lift_zebra,0,830,20
double_lift_zebra,0,831,27
double_lift_zebra,0,832,17
double_lift_zebra,0,833,35
double_lift_zebra,0,834,12
double_lift_zebra,0,835,24
double_lift_zebra,0,836,14
double_lift_zebra,0,837,14
double_lift_zebra,0,838,12
double_lift_zebra,0,839,21
double_lift_zebra,0,840,26
double_lift_zebra,0,841,16
double_lift_zebra,0,842,18
double_lift_zebra,0,843,16
double_lift_zebra,0,844,20
double_lift_zebra,0,845,14
double_lift_zebra,0,846,11
double_lift_zebra,0,847,17
double_lift_zebra,0,848,17
double_lift_zebra,0,849,31
double_lift_zebra,0,850,18
double_lift_zebra,0,851,32
double_lift_zebra,0,852,10
double_lift_zebra,0,853,25
double_lift_zebra,0,854,11
double_lift_zebra,0,855,15
double_lift_zebra,0,856,20
double_lift_zebra,0,857,18
double_lift_zebra,0,858,23
double_lift_zebra,0,859,23
double_lift_zebra,0,860,34
double_lift_zebra,0,861,23
double_lift_zebra,0,862,16
double_lift_zebra,0,863,26
double_lift_zebra,0,864,31
double_lift_zebra,0,865,24
double_lift_zebra,0,866,43
double_lift_zebra,0,867,27
double_lift_zebra,0,868,29
double_lift_zebra,0,869,13
double_lift_zebra,0,870,27
double_lift_zebra,0,871,13
double_lift_zebra,0,872,22
double_lift_zebra,0,873,23
double_lift_zebra,0,874,28
double_lift_zebra,0,875,22
double_lift_zebra,0,876,12
double_lift_zebra,0,877,23
double_lift_zebra,0,878,27
double_lift_zebra,0,879,28
double_lift_zebra,0,880,12
double_lift_zebra,0,881,34
double_lift_zebra,0,882,10
double_lift_zebra,0,883,25
double_lift_zebra,0,884,20
double_lift_zebra,0,885,27
double_lift_zebra,0,886,12
double_lift_zebra,0,887,43
double_lift_zebra,0,888,16
double_lift_zebra,0,889,20
double_lift_zebra,0,890,17
double_lift_zebra,0,891,15
double_lift_zebra,0,892,7
double_lift_zebra,0,893,18
double_lift_zebra,0,894,31
double_lift_zebra,0,895,29
double_lift_zebra,0,896,16
double_lift_zebra,0,897,24
double_lift_zebra,0,898,22
double_lift_zebra,0,899,36
double_lift_zebra,0,900,50
double_lift_zebra,0,901,17
double_lift_zebra,0,902,34
double_lift_zebra,0,903,26
double_lift_zebra,0,904,25
double_lift_zebra,0,905,9
double_lift_zebra,0,906,8
double_lift_zebra,0,907,17
double_lift_zebra,0,908,8
double_lift_zebra,0,909,33
double_lift_zebra,0,910,16
double_lift_zebra,0,911,11
double_lift_zebra,0,912,23
double_lift_zebra,0,913,31
double_lift_zebra,0,914,7
double_lift_zebra,0,915,15
double_lift_zebra,0,916,14
double_lift_zebra,0,917,15
double_lift_zebra,0,918,17
double_lift_zebra,0,919,10
double_lift_zebra,0,920,18
double_lift_zebra,0,921,19
double_lift_zebra,0,922,20
double_lift_zebra,0,923,22
double_lift_zebra,0,924,31
double_lift_zebra,0,925,19
double_lift_zebra,0,926,17
double_lift_zebra,0,927,23
double_lift_zebra,0,928,12
double_lift_zebra,0,929,25
